,FullClassPath,Project_x,SpeculativeGenerality,BaseClassKnowsDerivedClass,MessageChains,LongParameterList,SpaghettiCode,BaseClassShouldBeAbstract,LongMethod,ClassDataShouldBePrivate,TraditionBreaker,ManyFieldAttributesButNotComplex,RefusedParentBequest,SwissArmyKnife,Blob,AntiSingleton,ComplexClass,LargeClass,FunctionalDecomposition,LazyClass,classname2,Fullpathname,Project_y,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,label
399,com.naman14.timber.permissions.Nammu,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Nammu,Timber-v1.8/app/src/main/java/com/naman14/timber/permissions/Nammu.java,Timber-1.8,Nammu,304,6,16,0,3,False,False,1,False,False,24,21,10,12,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
400,com.naman14.timber.provider.MusicPlaybackState,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MusicPlaybackState,Timber-v1.8/app/src/main/java/com/naman14/timber/provider/MusicPlaybackState.java,Timber-1.8,MusicPlaybackState,218,2,7,0,3,True,False,3,False,False,8,11,9,28,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
401,com.naman14.timber.provider.RecentStore,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,RecentStore,Timber-v1.8/app/src/main/java/com/naman14/timber/provider/RecentStore.java,Timber-1.8,RecentStore,143,3,8,0,1,True,False,2,False,False,6,11,4,14,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
402,com.naman14.timber.provider.SearchHistory,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SearchHistory,Timber-v1.8/app/src/main/java/com/naman14/timber/provider/SearchHistory.java,Timber-1.8,SearchHistory,152,3,7,0,2,True,False,2,False,False,7,10,5,15,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
403,com.naman14.timber.provider.SongPlayCount,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,SongPlayCount,Timber-v1.8/app/src/main/java/com/naman14/timber/provider/SongPlayCount.java,Timber-1.8,SongPlayCount,478,10,17,0,6,True,False,3,False,False,16,23,8,29,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
404,com.naman14.timber.slidinguppanel.SlidingUpPanelLayout,Timber-v1.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,SlidingUpPanelLayout,Timber-v1.8/app/src/main/java/com/naman14/timber/slidinguppanel/SlidingUpPanelLayout.java,Timber-1.8,SlidingUpPanelLayout,1353,43,59,11,5,False,False,4,False,False,85,55,20,67,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
405,com.naman14.timber.slidinguppanel.ViewDragHelper,Timber-v1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ViewDragHelper,Timber-v1.8/app/src/main/java/com/naman14/timber/slidinguppanel/ViewDragHelper.java,Timber-1.8,ViewDragHelper,1430,39,48,4,7,False,False,3,True,False,79,87,12,54,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
406,com.naman14.timber.subfragments.PlaylistPagerFragment,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PlaylistPagerFragment,Timber-v1.8/app/src/main/java/com/naman14/timber/subfragments/PlaylistPagerFragment.java,Timber-1.8,PlaylistPagerFragment,243,11,5,1,1,False,False,3,False,False,13,6,30,23,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
407,com.naman14.timber.subfragments.QuickControlsFragment,Timber-v1.8,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,QuickControlsFragment,Timber-v1.8/app/src/main/java/com/naman14/timber/subfragments/QuickControlsFragment.java,Timber-1.8,QuickControlsFragment,371,16,10,0,0,False,False,3,False,False,17,3,33,53,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
408,com.naman14.timber.subfragments.StyleSelectorFragment,Timber-v1.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,StyleSelectorFragment,Timber-v1.8/app/src/main/java/com/naman14/timber/subfragments/StyleSelectorFragment.java,Timber-1.8,StyleSelectorFragment,105,5,5,0,0,False,False,3,False,False,3,5,13,1,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
409,com.naman14.timber.subfragments.SubStyleSelectorFragment,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SubStyleSelectorFragment,Timber-v1.8/app/src/main/java/com/naman14/timber/subfragments/SubStyleSelectorFragment.java,Timber-1.8,SubStyleSelectorFragment,204,7,9,2,1,False,False,4,False,False,8,5,20,16,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
410,com.naman14.timber.timely.model.NumberUtils,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NumberUtils,Timber-v1.8/app/src/main/java/com/naman14/timber/timely/model/NumberUtils.java,Timber-1.8,NumberUtils,37,0,1,0,1,False,False,2,False,False,1,1,2,11,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
411,com.naman14.timber.utils.ATEUtils,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ATEUtils,Timber-v1.8/app/src/main/java/com/naman14/timber/utils/ATEUtils.java,Timber-1.8,ATEUtils,106,0,4,2,1,False,False,4,False,False,8,9,16,7,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
412,com.naman14.timber.utils.Constants,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Constants,wallet/src/de/schildbach/wallet/Constants.java,bitcoin-wallet-6.31,,141,58,0,0,0,False,False,1,False,False,0,0,15,10,,True,False,False,True,False,public,0,0,0,False,Information Holder
415,wallet.src.de.schildbach.wallet.Constants,Bitcoin-wallet-6.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Constants,wallet/src/de/schildbach/wallet/Constants.java,bitcoin-wallet-6.31,,141,58,0,0,0,False,False,1,False,False,0,0,15,10,,True,False,False,True,False,public,0,0,0,False,Information Holder
418,com.naman14.timber.utils.LyricsExtractor,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,LyricsExtractor,Timber-v1.8/app/src/main/java/com/naman14/timber/utils/LyricsExtractor.java,Timber-1.8,LyricsExtractor,227,1,2,0,1,False,False,2,True,False,19,5,6,18,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
419,com.naman14.timber.utils.NavigationUtils,Timber-v1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NavigationUtils,Timber-v1.8/app/src/main/java/com/naman14/timber/utils/NavigationUtils.java,Timber-1.8,NavigationUtils,203,0,14,0,4,False,False,2,False,False,3,28,27,10,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
420,com.naman14.timber.utils.PreferencesUtility,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PreferencesUtility,Timber-v1.8/app/src/main/java/com/naman14/timber/utils/PreferencesUtility.java,Timber-1.8,PreferencesUtility,285,31,43,17,14,False,False,2,False,False,5,21,11,26,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
421,com.naman14.timber.utils.SortOrder,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SortOrder,Timber-v1.8/app/src/main/java/com/naman14/timber/utils/SortOrder.java,Timber-1.8,SortOrder,170,0,0,0,0,False,False,2,True,False,0,0,1,0,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
423,com.naman14.timber.utils.TimberUtils,Timber-v1.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TimberUtils,Timber-v1.8/app/src/main/java/com/naman14/timber/utils/TimberUtils.java,Timber-1.8,TimberUtils,414,1,26,0,7,False,False,2,False,False,13,38,31,54,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
424,com.naman14.timber.widgets.CircleImageView,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CircleImageView,Timber-v1.8/app/src/main/java/com/naman14/timber/widgets/CircleImageView.java,Timber-1.8,CircleImageView,299,23,21,12,4,False,False,3,False,False,16,17,21,17,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
425,com.naman14.timber.widgets.CircularSeekBar,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,CircularSeekBar,Timber-v1.8/app/src/main/java/com/naman14/timber/widgets/CircularSeekBar.java,Timber-1.8,CircularSeekBar,1084,74,37,12,9,False,False,3,False,False,46,20,15,11,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
426,com.naman14.timber.widgets.DragSortRecycler,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,DragSortRecycler,Timber-v1.8/app/src/main/java/com/naman14/timber/widgets/DragSortRecycler.java,Timber-1.8,DragSortRecycler,400,20,19,9,3,False,False,3,True,False,34,25,10,46,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
427,com.naman14.timber.widgets.FastScroller,Timber-v1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FastScroller,Timber-v1.8/app/src/main/java/com/naman14/timber/widgets/FastScroller.java,Timber-1.8,FastScroller,179,8,9,3,1,False,False,2,True,False,10,12,16,20,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
429,com.naman14.timber.widgets.PlayPauseDrawable,Timber-v1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PlayPauseDrawable,Timber-v1.8/app/src/main/java/com/naman14/timber/widgets/PlayPauseDrawable.java,Timber-1.8,PlayPauseDrawable,227,8,11,3,2,False,False,3,False,False,7,9,14,20,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
430,com.tweetlanes.android.core.App,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,App,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/App.java,TweetLanes-1.4.1,App,797,11,45,5,25,False,False,1,False,False,36,23,35,101,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
432,com.tweetlanes.android.core.AppSettings,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,AppSettings,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/AppSettings.java,TweetLanes-1.4.1,AppSettings,533,62,33,8,14,False,False,2,False,False,19,10,6,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
433,com.tweetlanes.android.core.ConsumerKeyConstants,TweetLanes-v1.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ConsumerKeyConstants,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/ConsumerKeyConstants.java,TweetLanes-1.4.1,ConsumerKeyConstants,12,1,0,0,0,False,False,3,False,False,0,0,0,0,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
434,com.tweetlanes.android.core.Notifier,TweetLanes-v1.4.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Notifier,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/Notifier.java,TweetLanes-1.4.1,Notifier,158,1,8,3,0,False,False,1,True,False,7,28,14,19,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
435,com.tweetlanes.android.core.dashclock.TweetLanesExtension,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TweetLanesExtension,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/dashclock/TweetLanesExtension.java,TweetLanes-1.4.1,TweetLanesExtension,124,0,4,0,2,False,False,3,False,False,9,5,16,9,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
436,com.tweetlanes.android.core.model.AccountDescriptor,TweetLanes-v1.4.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,AccountDescriptor,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/model/AccountDescriptor.java,TweetLanes-1.4.1,AccountDescriptor,560,25,23,3,15,False,False,2,True,False,34,8,15,46,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
437,com.tweetlanes.android.core.model.ComposeTweetDefault,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ComposeTweetDefault,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/model/ComposeTweetDefault.java,TweetLanes-1.4.1,ComposeTweetDefault,260,10,10,1,5,False,False,3,False,False,16,5,7,17,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
438,com.tweetlanes.android.core.util.LazyImageLoader,TweetLanes-v1.4.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LazyImageLoader,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/util/LazyImageLoader.java,TweetLanes-1.4.1,LazyImageLoader,523,9,7,0,0,False,False,3,True,False,36,10,35,47,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
439,com.tweetlanes.android.core.view.AppDotNetAuthActivity,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AppDotNetAuthActivity,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/AppDotNetAuthActivity.java,TweetLanes-1.4.1,AppDotNetAuthActivity,127,0,2,0,0,False,False,5,False,False,3,3,17,10,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
440,com.tweetlanes.android.core.view.BaseLaneActivity,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,BaseLaneActivity,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/BaseLaneActivity.java,TweetLanes-1.4.1,BaseLaneActivity,1474,24,51,5,12,False,False,3,False,False,96,37,59,130,0.0,True,False,False,True,False,default,0,0,0,False,Interfacer
441,com.tweetlanes.android.core.view.BootActivity,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BootActivity,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/BootActivity.java,TweetLanes-1.4.1,BootActivity,257,1,13,0,2,False,False,2,False,False,20,14,15,25,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
442,com.tweetlanes.android.core.view.ComposeBaseFragment,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ComposeBaseFragment,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ComposeBaseFragment.java,TweetLanes-1.4.1,ComposeBaseFragment,846,17,28,5,6,False,False,3,False,False,56,21,43,76,0.0,True,False,False,True,False,default,0,0,0,True,Interfacer
443,com.tweetlanes.android.core.view.ComposeTweetFragment,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ComposeTweetFragment,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ComposeTweetFragment.java,TweetLanes-1.4.1,ComposeTweetFragment,586,5,23,4,6,False,False,3,False,False,40,19,24,64,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
444,com.tweetlanes.android.core.view.DeleteNotificationsReceiver,TweetLanes-v1.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,DeleteNotificationsReceiver,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DeleteNotificationsReceiver.java,TweetLanes-1.4.1,DeleteNotificationsReceiver,31,0,1,0,0,False,False,3,True,False,1,2,5,1,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
445,com.tweetlanes.android.core.view.DeviceBootReciever,TweetLanes-v1.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,DeviceBootReciever,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DeviceBootReciever.java,TweetLanes-1.4.1,DeviceBootReciever,17,0,1,0,0,False,False,3,True,False,1,2,4,1,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
446,com.tweetlanes.android.core.view.DirectMessageFeedFragment,TweetLanes-v1.4.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,DirectMessageFeedFragment,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DirectMessageFeedFragment.java,TweetLanes-1.4.1,DirectMessageFeedFragment,1127,23,31,2,8,False,False,4,False,False,75,26,52,132,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
447,com.tweetlanes.android.core.view.DirectMessageItemView,TweetLanes-v1.4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DirectMessageItemView,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/DirectMessageItemView.java,TweetLanes-1.4.1,DirectMessageItemView,406,12,5,0,1,False,False,4,False,False,28,9,28,34,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
448,com.tweetlanes.android.core.view.HomeActivity,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,HomeActivity,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/HomeActivity.java,TweetLanes-1.4.1,HomeActivity,918,8,23,0,5,False,False,2,False,False,60,9,57,114,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
449,com.tweetlanes.android.core.view.ImageViewActivity,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ImageViewActivity,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ImageViewActivity.java,TweetLanes-1.4.1,ImageViewActivity,232,3,8,0,3,False,False,3,False,False,13,9,30,16,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
450,com.tweetlanes.android.core.view.ProfileActivity,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ProfileActivity,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ProfileActivity.java,TweetLanes-1.4.1,ProfileActivity,349,4,11,0,3,False,False,2,False,False,16,4,23,28,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
452,org.telegram.ui.ProfileActivity,telegram-v6.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ProfileActivity,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ProfileActivity.java,TweetLanes-1.4.1,ProfileActivity,349,4,11,0,3,False,False,2,False,False,16,4,23,28,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
454,com.tweetlanes.android.core.view.ProfileFragment,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ProfileFragment,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/ProfileFragment.java,TweetLanes-1.4.1,ProfileFragment,437,9,10,0,1,False,False,2,False,False,23,10,27,45,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
455,com.tweetlanes.android.core.view.QuickContactDivot,TweetLanes-v1.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,QuickContactDivot,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/QuickContactDivot.java,TweetLanes-1.4.1,QuickContactDivot,152,5,9,2,3,False,False,3,False,False,3,4,8,8,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
456,com.tweetlanes.android.core.view.TutorialActivity,TweetLanes-v1.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TutorialActivity,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TutorialActivity.java,TweetLanes-1.4.1,TutorialActivity,268,11,5,0,1,False,False,2,False,False,10,4,22,11,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
457,com.tweetlanes.android.core.view.TweetFeedFragment,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,TweetFeedFragment,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetFeedFragment.java,TweetLanes-1.4.1,TweetFeedFragment,2030,47,38,2,10,False,False,3,False,False,184,28,61,246,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
458,com.tweetlanes.android.core.view.TweetFeedItemView,TweetLanes-v1.4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TweetFeedItemView,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetFeedItemView.java,TweetLanes-1.4.1,TweetFeedItemView,767,17,8,1,1,False,False,4,False,False,64,18,34,71,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
459,com.tweetlanes.android.core.view.TweetSpotlightActivity,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,TweetSpotlightActivity,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetSpotlightActivity.java,TweetLanes-1.4.1,TweetSpotlightActivity,493,8,15,2,3,False,False,3,False,False,30,9,26,45,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
460,com.tweetlanes.android.core.view.TweetSpotlightFragment,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TweetSpotlightFragment,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/TweetSpotlightFragment.java,TweetLanes-1.4.1,TweetSpotlightFragment,397,6,11,0,2,False,False,3,False,False,17,8,15,34,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
461,com.tweetlanes.android.core.view.UserFeedFragment,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UserFeedFragment,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/view/UserFeedFragment.java,TweetLanes-1.4.1,UserFeedFragment,823,16,17,1,7,False,False,3,False,False,45,15,39,94,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
462,com.tweetlanes.android.core.widget.AutoResizeTextView,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,AutoResizeTextView,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/AutoResizeTextView.java,TweetLanes-1.4.1,AutoResizeTextView,259,10,10,4,1,False,False,4,False,False,8,25,7,5,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
463,com.tweetlanes.android.core.widget.gestureimageview.GestureImageView,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,GestureImageView,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/gestureimageview/GestureImageView.java,TweetLanes-1.4.1,GestureImageView,723,30,61,25,13,False,False,3,False,False,59,52,21,36,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
464,com.tweetlanes.android.core.widget.gestureimageview.GestureImageViewTouchListener,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,GestureImageViewTouchListener,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/gestureimageview/GestureImageViewTouchListener.java,TweetLanes-1.4.1,GestureImageViewTouchListener,521,39,19,7,2,False,False,5,True,False,37,15,8,64,0.0,True,False,False,True,False,default,0,0,0,False,Service Provider
465,com.tweetlanes.android.core.widget.gestureimageview.VectorF,TweetLanes-v1.4.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,VectorF,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/gestureimageview/VectorF.java,TweetLanes-1.4.1,VectorF,57,4,6,3,0,False,False,2,False,False,0,3,3,0,0.0,True,False,False,True,False,default,0,0,0,False,Information Holder
466,com.tweetlanes.android.core.widget.gestureimageview.ZoomAnimation,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ZoomAnimation,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/gestureimageview/ZoomAnimation.java,TweetLanes-1.4.1,ZoomAnimation,139,13,6,4,0,False,False,2,False,False,6,6,1,9,0.0,True,False,False,True,False,public,0,0,0,False,Information Holder
467,com.tweetlanes.android.core.widget.pulltorefresh.PullToRefreshBase,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,PullToRefreshBase,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/pulltorefresh/PullToRefreshBase.java,TweetLanes-1.4.1,PullToRefreshBase,742,25,33,11,7,False,False,4,False,False,54,18,14,34,0.0,True,False,False,True,False,public,0,0,0,True,Information Holder
468,com.tweetlanes.android.core.widget.pulltorefresh.PullToRefreshListView,TweetLanes-v1.4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PullToRefreshListView,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/pulltorefresh/PullToRefreshListView.java,TweetLanes-1.4.1,PullToRefreshListView,223,2,7,4,1,False,False,5,False,False,13,6,9,12,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
469,com.tweetlanes.android.core.widget.urlimageviewhelper.DiskLruCache,TweetLanes-v1.4.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,DiskLruCache,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/urlimageviewhelper/DiskLruCache.java,TweetLanes-1.4.1,DiskLruCache,950,23,28,0,2,False,False,3,False,False,48,22,30,46,0.0,True,False,False,True,False,public,0,0,0,False,Interfacer
470,com.tweetlanes.android.core.widget.urlimageviewhelper.HttpUrlDownloader,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,HttpUrlDownloader,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/urlimageviewhelper/HttpUrlDownloader.java,TweetLanes-1.4.1,HttpUrlDownloader,85,1,3,0,0,False,False,3,True,False,5,6,9,9,0.0,True,False,False,True,False,public,0,0,0,False,Service Provider
471,com.tweetlanes.android.core.widget.urlimageviewhelper.LruCache,TweetLanes-v1.4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LruCache,TweetLanes-1.4.1/android/libraries/TweetLanesCore/src/com/tweetlanes/android/core/widget/urlimageviewhelper/LruCache.java,TweetLanes-1.4.1,LruCache,327,8,18,0,1,False,False,2,False,False,15,14,2,7,0.0,True,False,False,True,False,default,0,0,0,False,Service Provider
